Combination,Unique Rows,Unique Rows Excluding Columns,Score
"HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,221,0.5121412803532008
"HandednessScore, EduComp, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",430,213,0.5581395348837209
"HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,116,0.7439293598233996
"HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,30,0.9337748344370861
"HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,36,0.9205298013245033
"HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,28,0.9381898454746137
"EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,86,0.8048245614035088
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1",449,243,0.46770601336302897
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, Weight_W1",443,448,0.011286681715575621
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, BMI_W1",443,400,0.11963882618510158
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1",453,243,0.46357615894039733
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1, BMI_W1",453,243,0.46357615894039733
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Weight_W1, BMI_W1",443,283,0.3837471783295711
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1",453,246,0.45695364238410596
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1, BMI_W1",453,53,0.8830022075055187
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, Weight_W1, BMI_W1",443,17,0.9841986455981941
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, AgeMRI_W1, Weight_W1, BMI_W1",453,9,0.9801324503311258
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,251,0.445916114790287
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,60,0.8675496688741722
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, Weight_W1, BMI_W1",439,23,0.979498861047836
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,11,0.9757174392935982
"Race, EduYrsEstCap, HandednessScore, EduComp, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,0,1.0
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,353,0.22075055187637968
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,144,0.6821192052980133
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",443,128,0.7336343115124153
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,33,0.9271523178807947
"Race, EduYrsEstCap, HandednessScore, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,3,0.9933774834437086
"Race, EduYrsEstCap, HandednessScore, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,0,1.0
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",456,404,0.1074561403508772
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",456,212,0.5285087719298246
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",413,215,0.576271186440678
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",456,92,0.7916666666666666
"Race, EduYrsEstCap, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,14,0.9627192982456141
"Race, EduYrsEstCap, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,9,0.9736842105263158
"Race, EduYrsEstCap, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,30,0.9276315789473685
"Race, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,381,0.15894039735099338
"Race, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,174,0.6158940397350994
"Race, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",435,173,0.6436781609195402
"Race, HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,64,0.8587196467991169
"Race, HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,8,0.9823399558498896
"Race, HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,6,0.9867549668874173
"Race, HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,4,0.9911699779249448
"Race, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,42,0.9013157894736842
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,267,0.4105960264900662
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,98,0.7836644591611479
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",439,49,0.9202733485193622
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,40,0.9116997792494481
"EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,1,0.9977924944812362
"EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,2,0.9955849889624724
"EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,10,0.977924944812362
"EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,28,0.9320175438596491
"HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,27,0.9403973509933775
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1",453,234,0.48344370860927155
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, BMI_W1",453,38,0.9161147902869757
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, Weight_W1, BMI_W1",443,1,1.020316027088036
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, AgeMRI_W1, Weight_W1, BMI_W1",453,7,0.9845474613686535
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,0,1.0
"Race, EduYrsEstCap, HandednessScore, EduComp, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,0,1.0
"Race, EduYrsEstCap, HandednessScore, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,0,1.0
"Race, EduYrsEstCap, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",456,3,0.9868421052631579
"Race, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,4,0.9911699779249448
"EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,0,1.0
"Race, EduYrsEstCap, HandednessScore, EduComp, Sex, Ethnicity, Height_W1, AgeMRI_W1, Weight_W1, BMI_W1",453,0,1.0
