,Race,EduYrsEstCap,HandednessScore,EduComp,Sex,Ethnicity,Height_W1,AgeMRI_W1,Weight_W1,BMI_W1,RIG
450,0.23227215206310664,2.554200246950469,2.9510903995190536,2.6880559936852597,0.6930740684518844,0.08649152562697364,4.53605290024021,6.53605290024021,7.857980995127572,8.857980995127573,36.99325217703232
282,0.23227215206310664,1.857980995127572,5.273018494406416,1.9631632318196284,1.3903754450445747,0.08649152562697364,3.6880559936852597,4.770518153877233,8.857980995127573,8.857980995127573,36.97783798190591
462,0.23227215206310664,1.857980995127572,2.9510903995190536,1.9631632318196284,1.3903754450445747,0.08649152562697364,7.857980995127572,7.273018494406416,4.465663572348812,8.857980995127573,36.93601780621128
372,0.23227215206310664,3.8579809951275723,3.5360529002402097,3.8579809951275723,1.3903754450445747,0.08649152562697364,3.6880559936852597,5.53605290024021,5.857980995127572,8.857980995127573,36.90122489741063
345,0.23227215206310664,1.857980995127572,4.273018494406416,1.9631632318196284,1.3903754450445747,0.08649152562697364,5.68805599368526,5.68805599368526,6.857980995127572,8.857980995127573,36.89537582171394
456,0.23227215206310664,2.554200246950469,1.6780719051126378,2.6880559936852597,1.3903754450445747,0.08649152562697364,3.6880559936852597,6.857980995127572,8.857980995127573,8.857980995127573,36.891466247551
180,0.23227215206310664,3.8579809951275723,3.648527629498622,3.8579809951275723,0.6930740684518844,0.08649152562697364,3.4656635723488116,6.857980995127572,5.273018494406416,8.857980995127573,36.8309714229061
196,0.23227215206310664,4.33441903907056,1.6780719051126378,3.3661278987978975,1.3903754450445747,0.08649152562697364,4.15754127698648,5.857980995127572,6.857980995127572,8.857980995127573,36.819242228084946
396,0.23227215206310664,2.554200246950469,7.857980995127572,2.6880559936852597,0.6930740684518844,0.08649152562697364,3.5725787762653236,5.68805599368526,5.53605290024021,7.857980995127572,36.766743647223635
247,0.23227215206310664,1.857980995127572,4.103093492964104,1.9631632318196284,1.3903754450445747,0.08649152562697364,7.857980995127572,5.53605290024021,4.857980995127572,8.857980995127573,36.74337272826889
305,0.23227215206310664,4.465663572348812,3.5360529002402097,1.5004289905094885,0.6930740684518844,0.08649152562697364,4.951090399519053,5.53605290024021,6.857980995127572,8.857980995127573,36.717088499254885
98,0.23227215206310664,1.857980995127572,6.050626073069968,1.9631632318196284,1.3903754450445747,0.08649152562697364,3.6880559936852597,6.050626073069968,6.53605290024021,8.857980995127573,36.71362538487483
54,0.23227215206310664,3.8579809951275723,1.6780719051126378,3.8579809951275723,1.3903754450445747,0.08649152562697364,3.5725787762653236,6.273018494406416,6.857980995127572,8.857980995127573,36.66473227902932
390,0.23227215206310664,6.53605290024021,4.103093492964104,1.5004289905094885,0.6930740684518844,0.08649152562697364,4.050626073069968,6.050626073069968,4.53605290024021,8.857980995127573,36.64669917136349
